season,district,role,model_key,n,overall_accuracy,source_file,training_schema_version,c_vegetation_vegetation,c_vegetation_water,c_vegetation_builtarea,c_vegetation_openland,c_vegetation_agriculture,c_water_vegetation,c_water_water,c_water_builtarea,c_water_openland,c_water_agriculture,c_builtarea_vegetation,c_builtarea_water,c_builtarea_builtarea,c_builtarea_openland,c_builtarea_agriculture,c_openland_vegetation,c_openland_water,c_openland_builtarea,c_openland_openland,c_openland_agriculture,c_agriculture_vegetation,c_agriculture_water,c_agriculture_builtarea,c_agriculture_openland,c_agriculture_agriculture
summer,Dhar,test,after-gtb-b22,100,0.71,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,7,0,0,0,13,0,20,0,0,0,0,0,20,0,0,0,1,6,9,4,1,0,3,1,15
summer,Dhar,test,after-gtb-b27,100,0.74,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,7,0,0,0,13,0,20,0,0,0,0,0,20,0,0,0,1,7,11,1,0,1,2,1,16
summer,Dhar,test,after-knn,100,0.65,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,6,2,0,0,12,0,20,0,0,0,0,0,19,0,1,0,2,7,10,1,0,0,4,6,10
summer,Dhar,test,after-rf,100,0.71,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,7,6,0,0,7,0,20,0,0,0,0,0,20,0,0,0,1,7,12,0,0,2,3,3,12
summer,Dhar,test,after-svm,100,0.64,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,1,0,0,0,19,0,20,0,0,0,0,0,20,0,0,0,1,6,11,2,0,1,2,5,12
summer,Dindori,training-withheld,after-cart,100,0.49,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,1,12,0,0,7,0,20,0,0,0,0,0,20,0,0,1,5,6,8,0,2,1,5,12,0
summer,Dindori,training-withheld,after-gtb,100,0.59,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,1,3,0,0,16,0,20,0,0,0,0,0,20,0,0,0,5,1,13,1,2,2,3,8,5
summer,Dindori,training-withheld,after-gtb-b19,100,0.55,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,4,0,0,16,0,20,0,0,0,0,0,20,0,0,0,7,3,10,0,1,1,1,12,5
summer,Dindori,training-withheld,after-gtb-b22,100,0.55,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,6,0,0,14,0,20,0,0,0,0,0,20,0,0,0,5,3,11,1,1,1,2,12,4
summer,Dindori,training-withheld,after-gtb-b27,100,0.59,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,2,4,0,0,14,0,20,0,0,0,0,0,20,0,0,0,5,3,11,1,2,1,2,9,6
summer,Dindori,training-withheld,after-knn,100,0.56,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,2,0,0,0,18,0,20,0,0,0,0,0,20,0,0,0,3,4,12,1,2,0,5,11,2
summer,Dindori,training-withheld,after-rf,100,0.56,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,11,0,0,9,0,20,0,0,0,0,0,20,0,0,0,5,3,10,2,1,2,1,10,6
summer,Dindori,training-withheld,after-svm,100,0.57,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,2,0,0,0,18,0,20,0,0,0,0,0,20,0,0,0,5,3,11,1,2,0,0,14,4
summer,East Nimar,test,after-cart,80,0.725,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,2,6,12,0,0,4,3,7,6
summer,East Nimar,test,after-gtb,80,0.8,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,2,2,14,2,0,4,2,4,10
summer,East Nimar,test,after-gtb-b19,80,0.7625,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,3,12,4,0,5,1,5,9
summer,East Nimar,test,after-gtb-b22,80,0.775,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,4,12,3,0,5,1,4,10
summer,East Nimar,test,after-gtb-b27,80,0.7625,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,2,4,11,3,0,4,2,4,10
summer,East Nimar,test,after-knn,80,0.8,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,4,14,1,0,1,2,7,10
summer,East Nimar,test,after-rf,80,0.85,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,2,0,17,1,0,3,1,5,11
summer,East Nimar,test,after-svm,80,0.825,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,3,15,1,0,1,1,7,11
summer,Guna,test,after-cart,100,0.5,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,0,4,0,0,16,0,20,0,0,0,0,0,20,0,0,0,3,12,5,0,2,1,7,5,5
summer,Guna,test,after-gtb,100,0.63,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,3,0,0,0,17,0,20,0,0,0,0,0,20,0,0,0,3,9,7,1,2,1,0,4,13
summer,Guna,test,after-gtb-b19,100,0.61,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,0,0,0,0,20,0,20,0,0,0,0,0,20,0,0,0,3,8,6,3,1,1,0,3,15
summer,Guna,test,after-gtb-b22,100,0.63,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,2,0,0,0,18,0,20,0,0,0,0,0,20,0,0,0,3,9,6,2,1,1,0,3,15
summer,Guna,test,after-gtb-b27,100,0.64,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,2,0,0,0,18,0,20,0,0,0,0,0,20,0,0,0,3,9,7,1,1,1,0,3,15
summer,Guna,test,after-knn,100,0.62,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,0,0,0,0,20,0,20,0,0,0,0,0,20,0,0,0,1,6,9,4,2,0,0,5,13
summer,Guna,test,after-rf,100,0.64,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,1,0,0,0,19,0,20,0,0,0,0,0,20,0,0,0,2,8,10,0,1,1,0,5,13
summer,Guna,test,after-svm,100,0.62,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,0,0,0,0,20,0,20,0,0,0,0,0,19,1,0,0,3,7,10,0,2,0,0,5,13
summer,Gwalior,test,after-cart,80,0.6,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,16,3,0,0,0,6,9,5
summer,Gwalior,test,after-gtb,80,0.7625,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,2,9,9,0,0,0,0,8,12
summer,Gwalior,test,after-gtb-b19,80,0.725,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,2,11,6,1,0,0,0,8,12
summer,Gwalior,test,after-gtb-b22,80,0.725,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,12,6,1,0,0,0,8,12
summer,Gwalior,test,after-gtb-b27,80,0.75,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,11,6,2,0,0,0,6,14
summer,Gwalior,test,after-knn,80,0.7125,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,3,11,5,1,0,0,0,8,12
summer,Gwalior,test,after-rf,80,0.7625,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,10,9,0,0,0,0,8,12
summer,Gwalior,test,after-svm,80,0.725,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,2,12,6,0,0,0,1,7,12
summer,Harda,development,after-cart,84,0.666667,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,0,0,0,4,0,20,0,0,0,0,0,20,0,0,0,4,12,4,0,1,0,2,5,12
summer,Harda,development,after-gtb,84,0.797619,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,2,0,0,0,2,0,20,0,0,0,0,0,20,0,0,0,0,12,7,1,0,0,1,1,18
summer,Harda,development,after-gtb-b19,84,0.761905,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,1,0,0,0,3,0,20,0,0,0,0,0,20,0,0,0,1,11,5,3,0,0,1,1,18
summer,Harda,development,after-gtb-b22,84,0.785714,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,1,0,0,0,3,0,20,0,0,0,0,0,20,0,0,0,0,11,8,1,0,0,1,2,17
summer,Harda,development,after-gtb-b27,84,0.797619,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,2,0,0,0,2,0,20,0,0,0,0,0,20,0,0,0,1,12,7,0,0,0,1,1,18
summer,Harda,development,after-knn,84,0.77381,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,0,0,0,4,0,20,0,0,0,0,0,20,0,0,0,0,10,10,0,0,0,2,3,15
summer,Harda,development,after-rf,84,0.833333,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,2,0,0,0,2,0,20,0,0,0,0,0,20,0,0,0,1,8,11,0,0,0,1,2,17
summer,Harda,development,after-svm,84,0.785714,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,0,0,0,4,0,20,0,0,0,0,0,20,0,0,0,0,8,10,2,0,0,1,3,16
summer,Hoshangabad,development,after-cart,100,0.66,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,7,3,0,0,10,0,20,0,0,0,0,0,20,0,0,0,0,6,14,0,1,0,12,2,5
summer,Hoshangabad,development,after-gtb,100,0.77,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,6,8,0,0,6,0,20,0,0,0,0,0,20,0,0,0,0,1,16,3,1,0,1,3,15
summer,Hoshangabad,development,after-gtb-b19,100,0.66,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,3,10,0,0,7,0,20,0,0,0,0,0,20,0,0,0,0,2,9,9,1,0,1,4,14
summer,Hoshangabad,development,after-gtb-b22,100,0.73,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,4,9,0,0,7,0,20,0,0,0,0,0,20,0,0,0,0,2,13,5,1,0,0,3,16
summer,Hoshangabad,development,after-gtb-b27,100,0.74,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,5,9,0,0,6,0,20,0,0,0,0,0,20,0,0,0,1,2,13,4,1,0,0,3,16
summer,Hoshangabad,development,after-knn,100,0.75,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,6,6,0,0,8,0,20,0,0,0,0,0,20,0,0,0,0,4,16,0,1,0,2,4,13
summer,Hoshangabad,development,after-rf,100,0.74,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,1,11,0,0,8,0,20,0,0,0,0,0,20,0,0,0,1,2,17,0,1,0,0,3,16
summer,Hoshangabad,development,after-svm,100,0.74,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,4,10,0,0,6,0,20,0,0,0,0,0,20,0,0,0,1,1,18,0,2,0,2,4,12
summer,Indore,test,after-cart,100,0.55,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,3,17,0,0,0,0,20,0,0,0,0,0,20,0,0,0,6,9,5,0,2,3,3,5,7
summer,Indore,test,after-gtb,100,0.83,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,13,0,0,0,7,0,20,0,0,0,0,0,20,0,0,0,1,4,14,1,0,2,1,1,16
summer,Indore,test,after-gtb-b19,100,0.79,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,13,0,0,0,7,0,20,0,0,0,0,0,20,0,0,0,2,5,10,3,0,2,1,1,16
summer,Indore,test,after-gtb-b22,100,0.81,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,11,4,1,0,4,0,20,0,0,0,0,0,20,0,0,0,1,4,13,2,0,2,1,0,17
summer,Indore,test,after-gtb-b27,100,0.82,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,13,3,0,0,4,0,20,0,0,0,0,0,20,0,0,0,1,5,13,1,0,2,1,1,16
summer,Indore,test,after-knn,100,0.82,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,16,0,0,0,4,0,20,0,0,0,0,0,20,0,0,0,0,5,15,0,1,0,3,5,11
summer,Indore,test,after-rf,100,0.85,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,15,1,0,0,4,0,20,0,0,0,0,0,20,0,0,0,2,3,15,0,0,2,1,2,15
summer,Indore,test,after-svm,100,0.67,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,6,0,0,0,14,0,20,0,0,0,0,0,20,0,0,0,1,9,8,2,0,0,0,7,13
summer,Jabalpur,training-withheld,after-cart,86,0.616279,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,6,6,0,0,2,0,19,0,0,0,0,0,18,0,0,0,11,2,3,0,0,0,10,2,7
summer,Jabalpur,training-withheld,after-gtb,86,0.77907,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,7,5,0,0,2,0,19,0,0,0,0,0,18,0,0,0,3,2,11,0,0,0,4,3,12
summer,Jabalpur,training-withheld,after-gtb-b19,86,0.77907,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,6,3,0,0,5,0,19,0,0,0,0,0,18,0,0,0,1,2,11,2,1,0,3,2,13
summer,Jabalpur,training-withheld,after-gtb-b22,86,0.77907,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,5,3,0,0,6,0,19,0,0,0,0,0,18,0,0,0,2,2,11,1,1,0,2,2,14
summer,Jabalpur,training-withheld,after-gtb-b27,86,0.790698,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,6,3,0,0,5,0,19,0,0,0,0,0,18,0,0,0,2,2,12,0,0,0,3,3,13
summer,Jabalpur,training-withheld,after-knn,86,0.755814,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,5,3,0,0,6,0,19,0,0,0,0,0,18,0,0,0,2,2,12,0,1,0,5,2,11
summer,Jabalpur,training-withheld,after-rf,86,0.77907,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,7,5,0,0,2,0,19,0,0,0,0,0,18,0,0,0,1,2,12,1,0,1,5,2,11
summer,Jabalpur,training-withheld,after-svm,86,0.755814,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,7,3,0,0,4,0,19,0,0,0,0,0,18,0,0,0,1,8,7,0,0,0,2,3,14
summer,Jhabua,development,after-cart,100,0.47,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,0,0,0,20,0,20,0,0,0,0,0,18,1,1,0,4,10,6,0,0,1,7,9,3
summer,Jhabua,development,after-gtb,100,0.65,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,10,6,0,0,4,0,20,0,0,0,0,0,19,0,1,0,4,8,8,0,0,1,2,9,8
summer,Jhabua,development,after-gtb-b19,100,0.58,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,8,4,0,0,8,0,20,0,0,0,0,0,20,0,0,0,3,8,5,4,0,1,3,11,5
summer,Jhabua,development,after-gtb-b22,100,0.64,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,8,5,0,0,7,0,20,0,0,0,0,0,20,0,0,0,3,6,8,3,0,1,2,9,8
summer,Jhabua,development,after-gtb-b27,100,0.63,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,8,4,0,0,8,0,20,0,0,0,0,0,20,0,0,0,3,8,8,1,0,1,3,9,7
summer,Jhabua,development,after-knn,100,0.63,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,10,4,0,0,6,0,20,0,0,0,1,0,18,0,1,0,1,12,7,0,1,1,2,8,8
summer,Jhabua,development,after-rf,100,0.61,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,8,3,0,0,9,0,20,0,0,0,0,0,17,1,2,0,4,7,9,0,0,1,3,9,7
summer,Jhabua,development,after-svm,100,0.61,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,7,0,0,0,13,0,20,0,0,0,0,0,19,0,1,0,3,8,8,1,0,1,5,7,7
summer,Katni,training-withheld,after-cart,98,0.581633,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,3,0,0,0,17,0,20,0,0,0,0,0,18,0,0,0,1,9,10,0,0,0,10,4,6
summer,Katni,training-withheld,after-gtb,98,0.785714,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,11,0,0,0,9,0,20,0,0,0,0,0,18,0,0,0,0,2,16,2,0,0,4,4,12
summer,Katni,training-withheld,after-gtb-b19,98,0.653061,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,4,0,0,0,16,0,20,0,0,0,0,0,17,1,0,0,1,2,12,5,0,0,2,7,11
summer,Katni,training-withheld,after-gtb-b22,98,0.765306,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,9,0,0,0,11,0,20,0,0,0,0,0,18,0,0,0,1,2,15,2,0,0,2,5,13
summer,Katni,training-withheld,after-gtb-b27,98,0.765306,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,9,0,0,0,11,0,20,0,0,0,0,0,18,0,0,0,1,3,14,2,0,0,2,4,14
summer,Katni,training-withheld,after-knn,98,0.755102,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,12,0,0,0,8,0,20,0,0,0,0,0,18,0,0,0,3,2,15,0,3,0,2,6,9
summer,Katni,training-withheld,after-rf,98,0.734694,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,8,0,0,0,12,0,20,0,0,0,0,0,18,0,0,0,1,3,16,0,0,0,4,6,10
summer,Katni,training-withheld,after-svm,98,0.734694,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,7,0,0,0,13,0,20,0,0,0,0,0,18,0,0,0,3,0,16,1,2,0,2,5,11
summer,Mandla,training-withheld,after-cart,100,0.49,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,1,14,0,0,5,0,20,0,0,0,0,0,20,0,0,0,2,12,6,0,1,1,8,8,2
summer,Mandla,training-withheld,after-gtb,100,0.62,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,3,3,0,0,14,0,20,0,0,0,0,0,20,0,0,0,2,6,11,1,1,0,2,9,8
summer,Mandla,training-withheld,after-gtb-b19,100,0.59,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,3,2,0,0,15,0,20,0,0,0,0,0,20,0,0,0,3,7,8,2,1,0,2,9,8
summer,Mandla,training-withheld,after-gtb-b22,100,0.6,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,3,5,0,0,12,0,20,0,0,0,0,0,20,0,0,0,2,5,9,4,1,0,2,9,8
summer,Mandla,training-withheld,after-gtb-b27,100,0.6,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,3,4,0,0,13,0,20,0,0,0,0,0,20,0,0,0,3,6,9,2,1,1,1,9,8
summer,Mandla,training-withheld,after-knn,100,0.56,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,2,1,0,0,17,0,20,0,0,0,0,0,20,0,0,0,2,9,7,2,1,0,3,9,7
summer,Mandla,training-withheld,after-rf,100,0.59,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,2,11,0,0,7,0,20,0,0,0,0,0,20,0,0,0,5,6,9,0,1,0,1,10,8
summer,Mandla,training-withheld,after-svm,100,0.6,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,2,1,0,0,17,0,20,0,0,0,0,0,20,0,0,0,2,7,9,2,1,0,0,10,9
summer,Mandsaur,development,after-cart,100,0.63,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,5,0,0,0,15,0,20,0,0,0,0,0,20,0,0,0,1,7,12,0,1,4,5,4,6
summer,Mandsaur,development,after-gtb,100,0.88,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,15,0,0,0,5,0,20,0,0,0,0,0,20,0,0,0,0,2,18,0,0,3,0,2,15
summer,Mandsaur,development,after-gtb-b19,100,0.78,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,13,0,0,0,7,0,20,0,0,0,0,0,20,0,0,0,1,5,11,3,0,4,0,2,14
summer,Mandsaur,development,after-gtb-b22,100,0.82,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,12,0,0,0,8,0,20,0,0,0,0,0,20,0,0,0,0,3,15,2,0,3,0,2,15
summer,Mandsaur,development,after-gtb-b27,100,0.86,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,13,0,0,0,7,0,20,0,0,0,0,0,20,0,0,0,0,3,17,0,0,2,0,2,16
summer,Mandsaur,development,after-knn,100,0.79,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,11,0,0,0,9,0,20,0,0,0,0,0,20,0,0,0,0,4,15,1,1,2,2,2,13
summer,Mandsaur,development,after-rf,100,0.92,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,17,0,0,0,3,0,20,0,0,0,0,0,20,0,0,0,0,1,19,0,1,1,0,2,16
summer,Mandsaur,development,after-svm,100,0.77,mp_external_shards_v7_worker_1.json,five-class-19-band-v5-drop-summer,8,0,0,0,12,0,20,0,0,0,0,0,20,0,0,0,1,4,15,0,0,3,1,2,14
summer,Morena,test,after-cart,80,0.725,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,6,14,0,0,0,0,16,4
summer,Morena,test,after-gtb,80,0.875,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,3,17,0,1,0,0,6,13
summer,Morena,test,after-gtb-b19,80,0.7125,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,3,9,8,1,0,0,11,8
summer,Morena,test,after-gtb-b22,80,0.7625,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,4,13,3,0,1,0,11,8
summer,Morena,test,after-gtb-b27,80,0.7375,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,3,8,9,0,1,0,8,11
summer,Morena,test,after-knn,80,0.7625,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,1,0,19,0,0,0,1,4,15,0,1,0,1,11,7
summer,Morena,test,after-rf,80,0.725,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,19,1,0,0,1,5,14,0,0,1,0,14,5
summer,Morena,test,after-svm,80,0.7625,mp_external_shards_v7_worker_2.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,2,16,1,2,0,0,13,5
summer,Narsinghpur,test,after-cart,100,0.69,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,5,8,0,0,7,0,20,0,0,0,0,0,20,0,0,0,1,5,13,1,4,0,4,1,11
summer,Narsinghpur,test,after-gtb,100,0.76,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,6,3,0,0,11,0,20,0,0,0,0,0,20,0,0,0,1,2,14,3,0,0,3,1,16
summer,Narsinghpur,test,after-gtb-b19,100,0.72,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,5,4,0,0,11,0,20,0,0,0,0,0,20,0,0,0,2,2,11,5,0,0,3,1,16
summer,Narsinghpur,test,after-gtb-b22,100,0.72,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,4,3,0,0,13,0,20,0,0,0,0,0,20,0,0,0,1,2,13,4,1,0,3,1,15
summer,Narsinghpur,test,after-gtb-b27,100,0.75,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,7,2,0,0,11,0,20,0,0,0,0,0,20,0,0,0,1,2,13,4,1,0,3,1,15
summer,Narsinghpur,test,after-knn,100,0.83,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,9,0,0,0,11,0,20,0,0,0,0,0,20,0,0,0,0,0,19,1,2,0,2,1,15
summer,Narsinghpur,test,after-rf,100,0.79,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,7,5,0,0,8,0,20,0,0,0,0,0,20,0,0,0,1,2,16,1,1,0,2,1,16
summer,Narsinghpur,test,after-svm,100,0.75,mp_external_shards_v7_worker_3.json,five-class-19-band-v5-drop-summer,3,2,0,0,15,0,20,0,0,0,0,0,20,0,0,0,1,0,17,2,0,0,2,3,15
summer,Neemuch,development,after-cart,80,0.5875,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,15,4,0,0,0,12,5,3
summer,Neemuch,development,after-gtb,80,0.7125,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,13,6,1,1,0,3,5,11
summer,Neemuch,development,after-gtb-b19,80,0.7,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,14,5,1,0,0,4,5,11
summer,Neemuch,development,after-gtb-b22,80,0.7125,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,13,6,1,0,0,4,5,11
summer,Neemuch,development,after-gtb-b27,80,0.725,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,13,6,1,0,0,2,6,12
summer,Neemuch,development,after-knn,80,0.6375,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,1,0,19,0,0,0,0,12,7,1,2,0,6,7,5
summer,Neemuch,development,after-rf,80,0.7,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,11,7,1,1,0,4,6,9
summer,Neemuch,development,after-svm,80,0.6625,mp_external_shards_v7_worker_0.json,five-class-19-band-v5-drop-summer,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,12,7,1,2,0,6,6,6
